datetime,low,high,open,close,volumefrom,volumeto
2013-05-11,113.0,118.74,117.7,115.64,28038.97,3240171.69
2013-05-12,112.4,117.47,115.64,114.82,20600.89,2361969.0
2013-05-13,114.5,118.88,114.82,117.98,26176.7,3063381.8
2013-05-14,109.42,119.8,117.98,111.4,87774.8,10082102.7
2013-05-15,103.02,116.44,111.4,114.22,117967.89,13006447.75
2013-05-16,112.1,118.97,114.22,118.21,45232.06,5222066.01
2013-05-17,116.57,125.56,118.21,123.5,79123.93,9608029.6
2013-05-18,122.25,125.31,123.5,123.21,22652.03,2804847.39
2013-05-19,119.5,124.5,123.21,122.5,20571.91,2507881.36
2013-05-20,120.1,123.69,122.5,122.02,17316.21,2118341.03
2013-05-21,121.1,123.08,122.02,122.89,13386.53,1637410.81
2013-05-22,122.0,124.5,122.89,123.8,18308.47,2252949.61
2013-05-23,123.0,126.93,123.8,126.3,22118.25,2772751.89
2013-05-24,125.36,133.98,126.3,133.1,48773.65,6333389.8
2013-05-25,128.2,133.5,133.1,131.99,16837.33,2203681.1
2013-05-26,130.61,136.0,131.99,133.5,23359.36,3130389.06
2013-05-27,124.0,135.47,133.5,129.77,46825.54,6056707.0
2013-05-28,125.4,130.63,129.77,129.0,22803.35,2918762.17
2013-05-29,127.6,132.72,129.0,132.25,19247.65,2509796.39
2013-05-30,126.5,132.4,132.25,128.8,24699.41,3195601.21
2013-05-31,126.33,130.0,128.8,128.82,16576.17,2124938.29
2013-06-01,127.1,129.79,128.82,129.3,6357.5,816323.15
2013-06-02,115.0,130.1,129.3,122.5,101134.67,12335011.09
2013-06-03,115.11,122.78,122.5,120.74,28898.42,3439235.99
2013-06-04,118.79,123.99,120.74,121.4,21946.81,2657125.26
2013-06-05,119.5,123.5,121.4,121.9,16638.89,2021380.33
2013-06-06,117.0,123.3,121.9,118.97,22103.7,2646311.9
2013-06-07,106.15,119.13,118.97,111.0,65767.53,7372031.58
2013-06-08,107.0,113.19,111.0,107.89,17218.19,1874098.59
2013-06-09,88.0,108.99,107.89,100.44,149431.84,14647793.51
2013-06-10,95.0,110.63,100.44,106.35,64320.02,6786321.13
2013-06-11,103.23,109.6,106.35,109.0,16131.56,1727992.79
2013-06-12,106.0,112.25,109.0,108.78,17700.09,1934487.77
2013-06-13,100.3,110.3,108.78,103.95,30435.38,3204375.98
2013-06-14,97.1,104.7,103.95,100.0,36054.0,3629511.97
2013-06-15,97.5,103.7,100.0,99.8,22532.25,2264105.8
2013-06-16,98.9,101.75,99.8,99.9,8654.91,865174.26
2013-06-17,98.9,102.4,99.9,101.95,15193.63,1534858.36
2013-06-18,101.03,113.3,101.95,107.35,60613.87,6510457.59
2013-06-19,104.66,110.99,107.35,108.25,17565.11,1895919.66
2013-06-20,107.12,114.48,108.25,111.29,43085.13,4795256.0
2013-06-21,107.56,115.01,111.29,109.5,38076.76,4241011.23
2013-06-22,107.51,109.96,109.5,108.2,7280.73,791157.38
2013-06-23,106.2,109.0,108.2,107.9,11050.88,1188748.75
2013-06-24,100.76,108.33,107.9,102.09,28898.22,2986235.69
2013-06-25,100.0,109.98,102.09,103.33,93706.29,9760027.88
2013-06-26,101.83,105.49,103.33,104.0,13233.01,1378467.48
2013-06-27,100.06,104.0,104.0,101.74,14731.87,1505488.31
2013-06-28,92.25,101.79,101.74,94.66,47764.54,4625623.21
2013-06-29,93.0,100.44,94.66,95.0,25535.68,2469705.23
2013-06-30,93.85,98.12,95.0,97.51,8579.18,831721.0
2013-07-01,86.01,98.18,97.51,88.05,53165.63,4854051.15
2013-07-02,87.51,92.57,88.05,90.41,27765.17,2501192.46
2013-07-03,76.0,91.2,90.41,78.89,73616.73,6126930.46
2013-07-04,72.0,84.27,78.89,80.04,63550.1,4976159.48
2013-07-05,65.42,80.6,80.04,68.5,91060.44,6478104.22
2013-07-06,66.81,75.0,68.5,69.66,41036.7,2885730.42
2013-07-07,66.6,77.0,69.66,76.5,42951.81,3040545.31
2013-07-08,72.46,80.0,76.5,76.0,58990.18,4542089.51
2013-07-09,72.51,78.3,76.0,76.7,32524.27,2462927.54
2013-07-10,75.53,89.84,76.7,88.0,60070.83,4950378.77
2013-07-11,85.0,90.7,88.0,88.98,35570.13,3115116.32
2013-07-12,88.0,104.17,88.98,93.99,101549.87,9793701.36
2013-07-13,87.76,98.32,93.99,98.32,34457.61,3206472.43
2013-07-14,92.86,99.0,98.32,94.42,12339.49,1183919.46
2013-07-15,93.11,101.94,94.42,98.89,34507.37,3407701.6
2013-07-16,96.0,100.73,98.89,97.1,16532.69,1626929.42
2013-07-17,96.18,100.0,97.1,98.5,17268.85,1702482.31
2013-07-18,86.2,98.8,98.5,90.07,59500.75,5415947.78
2013-07-19,87.6,95.2,90.07,92.0,27684.24,2547076.46
2013-07-20,89.27,93.1,92.0,89.82,9426.7,865043.98
2013-07-21,88.0,92.0,89.82,92.0,8770.74,785274.73
2013-07-22,89.8,92.0,92.0,91.6,9102.87,839143.47
2013-07-23,91.6,97.13,91.6,95.56,24609.46,2333940.6
2013-07-24,92.3,95.99,95.56,95.09,14600.16,1382398.98
2013-07-25,93.57,97.48,95.09,96.95,22512.12,2171816.31
2013-07-26,96.0,97.48,96.95,96.02,11152.71,1079418.72
2013-07-27,93.0,97.0,96.02,94.4,15119.42,1430771.56
2013-07-28,94.0,100.58,94.4,98.78,42224.62,4160191.75
2013-07-29,98.45,102.85,98.78,101.48,24743.23,2499727.28
2013-07-30,100.47,107.99,101.48,107.96,27849.28,2893318.45
2013-07-31,103.55,111.65,107.96,106.21,45496.21,4916334.31
2013-08-01,103.0,108.0,106.21,104.0,15021.7,1580804.09
