datetime,low,high,open,close,volumefrom,volumeto
2014-04-07,447.98,485.06,455.69,462.38,3954.49,1847982.3
2014-04-08,457.57,480.69,462.38,466.56,3906.04,1839605.16
2014-04-09,451.07,479.66,466.56,457.34,3881.54,1809262.89
2014-04-10,384.63,463.45,457.34,384.63,3647.72,1547153.29
2014-04-11,355.71,450.4,384.63,435.14,5162.96,2175242.95
2014-04-12,428.02,469.83,435.14,437.65,5188.34,2293511.2
2014-04-13,409.85,454.15,437.65,427.6,4972.43,2143146.77
2014-04-14,420.08,497.83,427.6,478.38,7624.33,3546258.23
2014-04-15,466.43,526.63,478.38,526.43,7999.66,3945871.12
2014-04-16,496.08,549.05,526.43,536.95,8059.05,4192651.96
2014-04-17,486.89,537.03,536.95,502.0,8003.07,4097576.42
2014-04-18,472.0,512.15,502.0,485.52,8359.97,4112826.37
2014-04-19,473.16,516.89,485.52,506.02,8375.39,4154929.41
2014-04-20,488.69,522.22,506.02,498.51,7684.61,3879198.08
2014-04-21,490.66,524.67,498.51,495.16,7351.96,3688692.95
2014-04-22,483.39,520.51,495.16,487.91,5681.23,2824567.04
2014-04-23,482.25,509.96,487.91,487.3,4743.76,2340457.5
2014-04-24,477.22,507.33,487.3,500.29,4227.98,2075376.08
2014-04-25,438.33,502.49,500.29,464.49,6445.92,3000226.26
2014-04-26,448.57,468.68,464.49,457.87,6894.1,3157540.11
2014-04-27,437.39,461.4,457.87,443.18,6960.48,3154922.76
2014-04-28,420.78,451.12,443.18,441.92,4543.04,2004954.25
2014-04-29,430.71,453.78,441.92,446.12,3721.09,1670352.0
2014-04-30,430.89,452.64,446.12,445.63,4084.26,1831533.23
2014-05-01,444.51,464.49,445.63,460.13,4198.81,1915772.6
2014-05-02,442.0,463.38,460.13,453.67,3377.59,1532239.38
2014-05-03,429.09,454.2,453.67,438.65,2576.42,1143291.68
2014-05-04,428.79,446.61,438.65,436.05,3373.67,1470650.15
2014-05-05,426.37,443.86,436.05,430.87,3042.43,1328247.91
2014-05-06,420.23,434.95,430.87,432.19,4184.68,1809731.58
2014-05-07,423.55,458.78,432.19,446.55,5031.0,2209759.82
2014-05-08,439.5,455.5,446.55,441.11,2543.19,1134338.74
2014-05-09,438.5,455.78,441.11,445.45,2266.91,1013830.03
2014-05-10,441.43,459.46,445.45,451.9,446.84,210112.72
2014-05-11,429.02,455.4,451.9,433.23,1890.97,845213.87
2014-05-12,430.19,441.07,433.23,438.21,1386.7,610287.27
2014-05-13,432.74,442.27,438.21,433.92,2651.68,1164049.43
2014-05-14,433.88,444.28,433.92,442.63,2200.61,978031.93
2014-05-15,441.47,450.03,442.63,448.1,2169.07,989003.27
2014-05-16,441.86,455.15,448.1,453.63,1758.25,799913.51
2014-05-17,452.23,455.94,453.63,452.79,1704.83,776390.65
2014-05-18,449.04,454.0,452.79,450.14,1449.47,653912.75
2014-05-19,441.2,451.69,450.14,443.9,1351.0,602742.49
2014-05-20,437.25,486.23,443.9,484.57,1899.12,883359.54
2014-05-21,481.73,495.21,484.57,488.84,1394.82,689104.32
2014-05-22,485.55,519.25,488.84,515.36,3124.47,1589075.16
2014-05-23,515.18,540.88,515.36,518.09,2763.64,1457339.18
2014-05-24,510.42,526.65,518.09,520.46,2857.47,1492790.86
2014-05-25,520.53,575.19,520.46,570.44,1873.75,1037758.33
2014-05-26,564.65,586.41,570.44,582.01,2958.74,1712997.86
2014-05-27,555.28,586.22,582.01,570.1,3353.12,1947436.25
2014-05-28,562.56,581.81,570.1,570.84,3569.69,2054559.38
2014-05-29,557.7,573.83,570.84,564.42,3734.36,2121556.72
2014-05-30,564.02,613.26,564.42,612.35,6205.87,3688564.78
2014-05-31,604.73,629.04,612.35,627.91,4409.91,2738340.83
2014-06-01,621.95,674.98,627.91,649.79,3552.12,2322782.86
2014-06-02,625.46,662.63,649.79,655.49,4134.25,2650871.52
2014-06-03,631.42,676.47,655.49,669.43,4360.3,2883100.21
2014-06-04,602.1,669.78,669.43,638.93,5597.3,3601867.65
2014-06-05,635.59,665.39,638.93,660.18,2761.43,1825395.47
2014-06-06,647.12,663.84,660.18,650.41,6035.98,3978265.23
2014-06-07,641.02,659.77,650.41,651.67,1968.61,1298892.32
2014-06-08,648.67,658.88,651.67,651.05,3313.68,2167689.11
2014-06-09,639.08,652.12,651.05,644.35,3258.34,2126014.84
2014-06-10,641.68,661.44,644.35,655.62,3558.54,2340867.13
2014-06-11,642.28,663.04,655.62,642.95,3800.84,2491455.0
2014-06-12,591.12,643.8,642.95,597.13,4586.48,2928622.01
2014-06-13,594.87,619.14,597.13,610.35,7545.7,4612164.04
2014-06-14,563.68,613.77,610.35,583.42,4999.15,2985483.68
2014-06-15,560.85,587.83,583.42,582.29,3942.88,2272289.86
2014-06-16,580.45,606.14,582.29,599.08,3991.36,2403694.57
2014-06-17,594.86,608.43,599.08,605.09,2999.39,1820590.33
2014-06-18,603.61,614.4,605.09,606.21,3312.07,2037434.53
2014-06-19,598.67,612.58,606.21,600.17,5601.33,3433287.5
2014-06-20,587.1,602.05,600.17,590.75,2153.94,1312852.79
2014-06-21,584.82,599.21,590.75,597.04,2282.89,1373722.22
2014-06-22,591.99,610.08,597.04,603.62,2036.79,1240859.44
2014-06-23,582.86,604.65,603.62,591.17,2652.78,1594834.62
2014-06-24,585.41,595.65,591.17,588.77,3077.48,1840620.26
2014-06-25,566.88,589.56,588.77,568.45,3090.79,1797681.03
2014-06-26,565.85,582.71,568.45,582.7,4147.81,2401035.72
2014-06-27,580.14,603.94,582.7,602.23,3388.65,2015064.28
2014-06-28,593.97,608.76,602.23,597.56,2938.93,1778752.3
2014-06-29,593.19,604.28,597.56,601.06,2892.18,1736172.85
2014-06-30,596.55,637.28,601.06,635.14,3832.86,2394861.38
2014-07-01,634.09,652.54,635.14,643.19,4106.32,2675353.96
2014-07-02,604.58,652.1,643.19,645.72,4784.21,3099761.96
2014-07-03,633.58,646.4,645.72,638.03,4010.26,2580980.48
2014-07-04,623.04,642.22,638.03,623.96,3601.75,2291612.17
2014-07-05,619.69,627.8,623.96,622.96,3247.38,2034965.63
2014-07-06,622.65,629.44,622.96,626.65,2700.79,1698242.23
2014-07-07,607.32,627.93,626.65,613.6,2529.86,1590944.74
2014-07-08,609.35,619.65,613.6,615.32,3206.28,2004899.12
2014-07-09,610.53,623.82,615.32,623.0,3066.24,1920482.89
2014-07-10,611.66,624.95,623.0,618.39,3604.7,2253171.2
2014-07-11,616.11,633.62,618.39,632.9,3124.17,1969199.34
2014-07-12,625.9,638.59,632.9,635.9,3433.0,2179286.05
2014-07-13,627.54,638.64,635.9,628.03,1703.49,1082830.37
2014-07-14,616.06,628.99,628.03,618.32,2553.73,1601572.72
2014-07-15,617.3,624.42,618.32,619.6,3693.18,2310446.24
2014-07-16,614.15,622.36,619.6,614.8,2997.32,1873008.17
2014-07-17,610.01,632.55,614.8,626.58,2922.04,1833775.87
2014-07-18,617.92,630.15,626.58,627.47,3344.66,2109225.77
2014-07-19,625.14,634.14,627.47,627.04,3961.13,2505181.18
2014-07-20,619.96,627.93,627.04,620.98,2302.87,1442853.55
2014-07-21,615.02,625.93,620.98,625.13,2534.07,1596614.67
2014-07-22,620.0,628.81,625.13,622.53,3277.44,2068876.01
2014-07-23,621.0,624.99,622.53,621.69,2170.81,1372935.87
2014-07-24,599.38,621.96,621.69,601.87,4740.92,2896094.23
2014-07-25,597.4,609.06,601.87,600.5,5919.22,3592179.37
2014-07-26,593.25,602.98,600.5,596.0,3478.73,2095634.61
2014-07-27,593.69,601.49,596.0,595.03,3530.72,2118021.68
2014-07-28,578.14,597.49,595.03,587.93,2331.14,1391966.02
2014-07-29,579.53,591.28,587.93,585.77,6719.13,3962906.1
2014-07-30,564.18,586.13,585.77,564.64,4103.24,2397473.33
2014-07-31,564.01,593.73,564.64,589.52,3523.28,2057947.94
2014-08-01,586.43,603.99,589.52,598.78,8925.21,5356663.39
2014-08-02,587.42,598.91,598.78,591.72,2122.58,1278807.32
2014-08-03,580.62,592.06,591.72,588.94,1263.34,752201.76
2014-08-04,586.49,595.09,588.94,592.77,3415.53,2047890.49
2014-08-05,585.44,594.25,592.77,588.76,4085.09,2429310.9
2014-08-06,587.2,593.79,588.76,589.77,3009.97,1785940.76
2014-08-07,587.92,595.08,589.77,592.8,2504.42,1485017.95
2014-08-08,592.08,608.2,592.8,595.85,3105.95,1873039.39
2014-08-09,587.41,595.56,595.85,589.52,1418.03,843722.69
2014-08-10,588.06,596.64,589.52,592.06,1337.97,796584.42
2014-08-11,571.72,593.62,592.06,575.89,2569.39,1512262.72
2014-08-12,561.98,578.29,575.89,567.66,3325.01,1894843.87
2014-08-13,523.15,573.51,567.66,542.1,4818.58,2659458.34
2014-08-14,495.94,544.94,542.1,504.8,10880.44,5608470.79
2014-08-15,483.21,515.24,504.8,496.45,4767.38,2407799.63
2014-08-16,483.24,524.25,496.45,522.01,3870.22,1956441.61
2014-08-17,478.22,524.71,522.01,485.5,3143.96,1584568.58
2014-08-18,449.95,493.26,485.5,462.18,6378.17,2991012.04
2014-08-19,455.8,487.05,462.18,485.12,5120.41,2458098.82
2014-08-20,468.51,521.84,485.12,516.78,5886.41,2965577.49
2014-08-21,511.36,537.17,516.78,517.94,5645.78,2974478.96
2014-08-22,500.57,524.44,517.94,516.1,6026.98,3116862.95
2014-08-23,493.98,516.82,516.1,497.68,3130.85,1596652.49
2014-08-24,496.81,514.82,497.68,509.71,2533.3,1294320.61
2014-08-25,499.71,511.33,509.71,502.93,2737.95,1409621.07
2014-08-26,501.81,516.04,502.93,512.56,3530.19,1831000.54
2014-08-27,512.66,527.37,512.56,515.23,3785.72,1982424.62
2014-08-28,503.34,521.59,515.23,510.75,4465.72,2307082.42
2014-08-29,506.69,515.18,510.75,512.56,3641.78,1876846.6
2014-08-30,503.12,512.91,512.56,505.96,2631.22,1337420.67
2014-08-31,478.31,508.34,505.96,481.78,6094.87,2982601.77
2014-09-01,471.78,487.47,481.78,477.19,6785.79,3261178.74
2014-09-02,470.54,486.99,477.19,478.94,6751.24,3291738.72
2014-09-03,476.82,487.29,478.94,480.04,6140.33,3018772.64
2014-09-04,476.26,498.47,480.04,490.99,8807.05,4345165.83
2014-09-05,483.07,495.02,490.99,483.65,6038.09,3013185.15
2014-09-06,480.79,491.38,483.65,484.47,3791.0,1883095.02
2014-09-07,478.49,490.72,484.47,485.75,3562.92,1755360.28
2014-09-08,469.5,487.02,485.75,475.69,8140.06,3948928.43
2014-09-09,467.52,478.6,475.69,474.9,7289.11,3529051.35
2014-09-10,471.57,491.04,474.9,479.7,8292.88,4058785.18
2014-09-11,474.57,488.92,479.7,478.49,6289.68,3086920.26
2014-09-12,471.14,479.71,478.49,477.73,5145.48,2514548.2
2014-09-13,474.64,480.64,477.73,478.17,5274.65,2569793.0
2014-09-14,471.96,480.33,478.17,477.74,4205.73,2031789.95
2014-09-15,473.7,479.28,477.74,477.71,5629.86,2753462.23
2014-09-16,463.95,478.81,477.71,466.75,6522.37,3139554.53
2014-09-17,458.27,469.39,466.75,461.09,7504.98,3522262.8
2014-09-18,408.77,462.26,461.09,424.26,8924.54,3946908.07
2014-09-19,386.1,429.17,424.26,397.67,14968.82,6062707.6
2014-09-20,387.5,427.69,397.67,411.53,14289.35,5919676.64
2014-09-21,394.52,415.07,411.53,401.62,10421.33,4229727.1
2014-09-22,398.6,410.75,401.62,404.09,13514.58,5531782.04
2014-09-23,394.75,445.51,404.09,436.86,17940.15,7490861.6
2014-09-24,422.1,439.19,436.86,423.77,21365.64,9217984.23
2014-09-25,409.56,427.55,423.77,412.29,14627.1,6143388.92
2014-09-26,399.7,416.42,412.29,404.46,12115.07,4966479.77
2014-09-27,394.69,407.07,404.46,399.02,9735.27,3950428.02
2014-09-28,374.12,402.27,399.02,379.08,13937.15,5453338.71
2014-09-29,372.63,389.26,379.08,376.77,20684.56,7924759.6
2014-09-30,374.73,395.18,376.77,388.17,16921.07,6520432.39
2014-10-01,381.11,395.13,388.17,382.84,17730.98,6892843.77
2014-10-02,371.2,385.59,382.84,375.14,14300.82,5471103.72
2014-10-03,362.81,378.22,375.14,363.45,16807.97,6278574.04
2014-10-04,327.1,369.88,363.45,335.32,23035.97,8050734.62
2014-10-05,294.92,344.25,335.32,322.86,29851.16,9512572.11
2014-10-06,303.05,347.94,322.86,331.55,41171.56,13642089.7
2014-10-07,321.74,345.51,331.55,331.65,30173.83,10076018.49
2014-10-08,325.43,351.64,331.65,350.87,21769.57,7413499.73
2014-10-09,347.57,384.61,350.87,360.91,35591.34,13020038.29
2014-10-10,353.32,378.13,360.91,361.71,28410.42,10394856.2
2014-10-11,350.49,370.15,361.71,361.22,13926.45,5049013.74
2014-10-12,352.25,374.57,361.22,373.17,11227.53,4077867.05
2014-10-13,366.04,391.22,373.17,387.32,23576.02,8935310.47
2014-10-14,385.72,407.74,387.32,397.1,28866.7,11549913.84
2014-10-15,388.23,397.87,397.1,393.17,22484.5,8867207.18
2014-10-16,371.56,398.84,393.17,379.77,20785.9,7999668.99
2014-10-17,372.42,384.76,379.77,380.48,16567.87,6324477.58
2014-10-18,373.58,395.71,380.48,390.88,9445.79,3657801.17
2014-10-19,383.92,394.49,390.88,387.28,5325.52,2088508.52
2014-10-20,378.42,387.77,387.28,380.39,10555.47,4075710.38
2014-10-21,377.42,388.24,380.39,382.35,9662.14,3745779.18
2014-10-22,376.97,383.69,382.35,378.93,10531.04,4064736.42
2014-10-23,353.48,381.08,378.93,355.78,19121.88,6999640.64
2014-10-24,351.41,360.87,355.78,355.1,20034.01,7185001.61
2014-10-25,341.53,356.57,355.1,346.72,14042.93,4929757.95
2014-10-26,344.19,356.8,346.72,348.67,11577.83,4076756.1
2014-10-27,344.93,356.35,348.67,350.09,10603.46,3777108.32
2014-10-28,348.27,355.72,350.09,351.06,9430.8,3372185.13
2014-10-29,334.72,352.83,351.06,335.12,12263.9,4259966.32
2014-10-30,333.44,350.38,335.12,344.86,16120.98,5522262.77
2014-10-31,336.08,347.97,344.86,337.87,14003.95,4814121.89
2014-11-01,320.74,339.0,337.87,325.43,13774.48,4540440.63
2014-11-02,319.81,329.76,325.43,322.55,11896.65,3878749.8
2014-11-03,321.67,332.85,322.55,324.24,13433.34,4435458.55
2014-11-04,320.11,328.75,324.24,327.96,15115.03,4955240.5
2014-11-05,326.52,341.98,327.96,338.01,15838.15,5342189.88
2014-11-06,335.74,351.14,338.01,347.67,15649.72,5388972.33
2014-11-07,340.18,351.61,347.67,341.87,15017.27,5215262.11
2014-11-08,339.8,346.29,341.87,343.54,8188.25,2834855.25
2014-11-09,341.78,362.21,343.54,362.04,12627.93,4466556.5
2014-11-10,356.6,374.67,362.04,367.15,22804.61,8387025.99
2014-11-11,361.87,370.99,367.15,365.42,15790.68,5817809.67
2014-11-12,365.81,442.73,365.42,432.03,38528.79,15737081.16
2014-11-13,390.88,480.45,432.03,428.72,58200.73,25304725.28
2014-11-14,381.99,430.18,428.72,396.53,35731.03,14250930.93
2014-11-15,367.97,407.32,396.53,374.86,13328.33,5185270.16
2014-11-16,370.54,390.36,374.86,385.61,14350.82,5497204.23
2014-11-17,378.32,412.33,385.61,384.69,27600.89,10942934.49
2014-11-18,371.95,394.94,384.69,379.16,27093.72,10404772.69
2014-11-19,374.26,389.29,379.16,381.43,19867.47,7592152.68
2014-11-20,355.11,383.03,381.43,357.3,21984.22,8084810.79
2014-11-21,343.8,358.73,357.3,351.77,23467.39,8291129.59
2014-11-22,350.51,364.21,351.77,352.01,12943.87,4632290.66
2014-11-23,352.64,370.59,352.01,365.85,12413.55,4504560.45
2014-11-24,361.92,388.72,365.85,378.85,24564.84,9244691.04
2014-11-25,370.64,395.73,378.85,376.43,45317.22,17405251.28
2014-11-26,363.99,378.27,376.43,365.35,23979.74,8916241.87
2014-11-27,364.81,374.43,365.35,368.83,13849.29,5144146.32
2014-11-28,358.37,383.25,368.83,377.59,43015.35,16118258.33
2014-11-29,372.21,389.3,377.59,376.28,83451.95,31983637.28
2014-11-30,372.57,381.06,376.28,374.93,11289.41,4269105.57
2014-12-01,373.02,383.58,374.93,378.61,19673.15,7481865.14
2014-12-02,375.37,384.87,378.61,380.64,25285.47,9664274.24
2014-12-03,373.64,384.67,380.64,376.96,23504.51,8950322.28
2014-12-04,366.24,380.43,376.96,369.84,25331.17,9521316.14
2014-12-05,366.39,379.7,369.84,377.63,29989.83,11251853.9
2014-12-06,372.04,380.33,377.63,376.26,11072.87,4181319.51
2014-12-07,372.46,377.88,376.26,376.47,8811.71,3334332.18
2014-12-08,364.6,377.36,376.47,364.95,22917.66,8506201.99
2014-12-09,343.82,365.35,364.95,352.19,43827.16,15529628.16
2014-12-10,345.09,354.07,352.19,347.94,27133.46,9535221.36
2014-12-11,337.8,367.13,347.94,347.68,51080.97,18063629.15
2014-12-12,346.0,356.43,347.68,353.4,26850.92,9490205.28
2014-12-13,343.81,353.1,353.4,348.24,19542.41,6837218.94
2014-12-14,344.61,351.59,348.24,349.35,12342.41,4328238.86
2014-12-15,343.56,351.22,349.35,345.37,22160.68,7746836.16
2014-12-16,328.88,346.45,345.37,330.22,38589.75,13001054.77
2014-12-17,314.31,335.67,330.22,320.02,61338.52,19834674.23
2014-12-18,303.4,325.62,320.02,310.34,60516.23,18932813.68
2014-12-19,306.36,320.24,310.34,317.78,41711.62,13119110.69
2014-12-20,316.05,332.62,317.78,330.35,29920.43,9768954.91
2014-12-21,320.13,332.03,330.35,322.63,20668.93,6746131.4
2014-12-22,319.89,335.26,322.63,330.84,35363.79,11694687.77
2014-12-23,328.0,339.32,330.84,335.25,24066.78,8057502.86
2014-12-24,320.65,336.28,335.25,322.4,21524.09,7112691.11
2014-12-25,316.3,323.38,322.4,318.99,15388.54,4926116.3
2014-12-26,316.36,332.88,318.99,329.98,23005.85,7518851.52
2014-12-27,311.98,330.7,329.98,315.34,21631.92,6940336.9
2014-12-28,310.5,322.84,315.34,316.53,20414.2,6482718.73
2014-12-29,308.28,321.61,316.53,314.12,20355.29,6457547.05
2014-12-30,309.25,316.18,314.12,311.27,22777.45,7163083.26
2014-12-31,308.89,319.09,311.27,318.24,20496.34,6472822.84
2015-01-01,313.54,321.36,318.24,314.89,12820.26,4073067.1
2015-01-02,313.08,316.4,314.89,315.21,14728.97,4673971.8
2015-01-03,284.89,315.83,315.21,287.13,47366.46,14209564.7
2015-01-04,255.87,289.94,287.13,264.72,88769.22,24255392.1
2015-01-05,262.89,278.32,264.72,274.84,54993.28,14995382.75
2015-01-06,271.52,285.11,274.84,282.27,21939.38,6097640.43
2015-01-07,280.74,296.06,282.27,291.34,30666.87,8827164.0
2015-01-08,278.99,292.71,291.34,282.69,20182.8,5796312.29
2015-01-09,277.28,290.59,282.69,287.97,20924.65,5963203.51
2015-01-10,271.98,289.25,287.97,273.35,14724.72,4147357.05
2015-01-11,263.76,278.01,273.35,264.77,15111.35,4122751.52
2015-01-12,263.3,273.08,264.77,269.33,25384.85,6899315.98
2015-01-13,217.1,269.1,269.33,221.29,95497.81,22745960.68
2015-01-14,157.29,230.86,221.29,164.92,170682.75,32911586.21
2015-01-15,164.55,231.26,164.92,209.78,124666.16,25672423.81
2015-01-16,198.72,222.63,209.78,206.92,62321.12,13208882.23
2015-01-17,191.71,212.59,206.92,199.65,43131.44,8685194.65
2015-01-18,192.51,220.73,199.65,210.62,40367.48,8429486.11
2015-01-19,205.47,219.48,210.62,215.87,31578.61,6744459.25
2015-01-20,203.42,216.57,215.87,210.55,37484.43,7926400.72
2015-01-21,207.11,229.32,210.55,228.17,43184.11,9390361.66
2015-01-22,225.57,238.78,228.17,232.7,53706.05,12508308.9
2015-01-23,224.84,236.97,232.7,232.17,38166.88,8855407.23
2015-01-24,229.58,248.88,232.17,248.16,33239.37,8011743.34
2015-01-25,241.36,256.43,248.16,252.09,50188.59,12509649.52
2015-01-26,251.5,310.91,252.09,269.18,105714.48,29806496.64
2015-01-27,247.26,276.9,269.18,263.27,50260.04,13130803.27
2015-01-28,228.06,267.66,263.27,236.17,63771.42,15880595.92
2015-01-29,220.36,241.51,236.17,233.99,54485.72,12723448.2
2015-01-30,227.19,244.83,233.99,231.84,48226.84,11316575.19
2015-01-31,216.46,235.36,231.84,218.51,42154.24,9645307.86
2015-02-01,209.71,231.44,218.51,225.29,41163.75,9058010.18
2015-02-02,220.53,242.51,225.29,238.86,39015.62,8965813.6
2015-02-03,223.91,247.48,238.86,227.41,63078.64,15000263.95
2015-02-04,220.23,230.71,227.41,226.58,55242.53,12495299.13
2015-02-05,214.35,229.85,226.58,216.52,40642.68,9055713.16
2015-02-06,215.65,226.16,216.52,222.96,52515.37,11628519.32
2015-02-07,222.38,231.0,222.96,227.68,39761.33,9046632.13
2015-02-08,219.5,230.23,227.68,223.67,29048.5,6564922.66
2015-02-09,215.66,225.0,223.67,220.34,91686.86,20192733.61
2015-02-10,214.44,222.19,220.34,219.67,86145.83,18877297.99
2015-02-11,217.28,223.53,219.67,218.83,71734.25,15909377.35
2015-02-12,217.3,223.0,218.83,221.79,50109.53,11084499.87
2015-02-13,220.62,241.58,221.79,236.17,112253.36,26243104.7
2015-02-14,235.38,261.25,236.17,258.64,133796.04,33313626.71
2015-02-15,226.56,264.57,258.64,233.27,179142.98,43921119.98
2015-02-16,228.01,240.03,233.27,235.83,115467.55,27187677.11
2015-02-17,232.03,247.17,235.83,243.2,116259.51,27926884.82
2015-02-18,231.7,245.51,243.2,235.2,99662.48,23813015.67
2015-02-19,234.87,244.11,235.2,241.92,66053.23,15852470.09
2015-02-20,238.83,247.76,241.92,244.52,83584.59,20434846.7
2015-02-21,242.65,247.32,244.52,244.41,42952.95,10570761.56
2015-02-22,232.72,246.54,244.41,235.73,75700.07,18107359.63
2015-02-23,231.33,240.06,235.73,238.82,62672.06,14856549.49
2015-02-24,235.5,240.25,238.82,238.89,45034.29,10787951.21
2015-02-25,234.59,239.64,238.89,237.33,38095.34,9092357.66
2015-02-26,233.5,238.17,237.33,236.53,50871.35,12064967.48
2015-02-27,235.7,258.72,236.53,253.47,167808.96,42282820.69
2015-02-28,248.73,255.4,253.47,254.06,39409.14,9999594.97
2015-03-01,244.77,260.65,254.06,257.94,51327.58,12964061.92
2015-03-02,256.15,274.8,257.94,273.75,81093.26,21562624.62
2015-03-03,266.12,287.06,273.75,280.65,164816.88,45650597.34
2015-03-04,265.91,284.47,280.65,271.92,138996.99,38656923.75
2015-03-05,262.81,280.84,271.92,275.23,123644.37,33599454.28
2015-03-06,269.02,277.99,275.23,272.56,98796.9,27014943.36
2015-03-07,269.41,278.25,272.56,274.91,60715.12,16708000.42
2015-03-08,271.31,278.78,274.91,274.49,50400.9,13902830.08
2015-03-09,273.79,293.26,274.49,290.02,151770.38,43259194.28
2015-03-10,288.12,300.96,290.02,291.37,158177.83,46657647.9
2015-03-11,288.88,297.66,291.37,295.6,79980.96,23542829.99
2015-03-12,290.83,296.98,295.6,293.85,107321.48,31607747.19
2015-03-13,286.08,294.92,293.85,287.21,97342.01,28288614.1
2015-03-14,279.3,288.4,287.21,281.6,75719.87,21495879.21
2015-03-15,280.37,286.39,281.6,284.88,39454.72,11238833.94
2015-03-16,284.77,294.01,284.88,290.41,66339.57,19355605.15
2015-03-17,283.25,292.46,290.41,285.38,65014.37,18775700.27
2015-03-18,248.19,285.65,285.38,255.92,206739.42,55391241.42
2015-03-19,247.0,264.8,255.92,260.93,180691.53,46525086.82
2015-03-20,257.85,264.71,260.93,261.78,52832.95,13853175.66
2015-03-21,254.02,263.26,261.78,259.71,51651.97,13413360.84
2015-03-22,259.0,270.42,259.71,268.57,56633.33,14980752.09
2015-03-23,259.38,271.01,268.57,265.46,81449.75,21749937.38
2015-03-24,242.67,267.02,265.46,246.72,151085.48,38033136.19
2015-03-25,234.84,249.21,246.72,246.37,131441.85,32092197.46
2015-03-26,243.52,254.69,246.37,248.02,89470.97,22412560.34
2015-03-27,244.47,250.05,248.02,247.21,62563.89,15543779.05
2015-03-28,246.28,254.25,247.21,252.02,55058.15,13890988.51
2015-03-29,238.93,252.81,252.02,242.08,77539.18,18971340.67
2015-03-30,236.55,248.83,242.08,246.79,85332.75,20963830.56
2015-03-31,241.18,248.7,246.79,244.15,75332.15,18515676.34
2015-04-01,239.57,247.67,244.15,246.24,67076.52,16412525.86
2015-04-02,244.25,254.85,246.24,252.6,81367.61,20354036.74
2015-04-03,251.26,256.53,252.6,254.48,71738.22,18264452.59
2015-04-04,250.31,255.24,254.48,252.89,30716.88,7805160.91
2015-04-05,250.6,260.26,252.89,259.64,43829.64,11277271.88
2015-04-06,252.32,261.45,259.64,254.97,45930.83,11857398.41
2015-04-07,250.15,255.6,254.97,252.97,44793.41,11401051.13
2015-04-08,242.57,254.26,252.97,244.57,102647.59,25401433.04
2015-04-09,237.62,246.22,244.57,243.32,69191.17,16846896.21
2015-04-10,231.3,244.11,243.32,234.73,100200.45,23728422.4
2015-04-11,233.12,240.0,234.73,236.48,51985.54,12319489.65
2015-04-12,232.27,237.52,236.48,235.85,33032.15,7814533.91
2015-04-13,220.36,236.75,235.85,223.59,105151.51,23982950.79
2015-04-14,214.27,224.72,223.59,217.99,115188.26,25315606.19
2015-04-15,217.15,223.56,217.99,222.97,77228.44,17099352.43
2015-04-16,222.87,229.53,222.97,227.98,84889.1,19315044.09
2015-04-17,220.56,229.28,227.98,222.59,66924.16,15015559.02
2015-04-18,220.57,224.47,222.59,223.35,36537.62,8152434.69
2015-04-19,221.96,226.94,223.35,223.02,35495.15,7984589.44
2015-04-20,221.58,226.72,223.02,224.24,44871.84,10082693.46
2015-04-21,223.29,235.27,224.24,233.73,68344.58,15658818.31
2015-04-22,231.8,238.4,233.73,233.78,77563.53,18280060.34
2015-04-23,232.58,236.12,233.78,235.4,42449.83,9982620.64
2015-04-24,229.06,236.55,235.4,231.09,69782.78,16221169.24
2015-04-25,223.05,232.29,231.09,226.14,43784.18,10015666.23
2015-04-26,214.14,226.72,226.14,218.7,100764.79,22088733.35
2015-04-27,216.6,242.65,218.7,228.96,123411.71,27696437.64
2015-04-28,222.03,229.87,228.96,225.81,65971.19,14896418.52
2015-04-29,222.25,227.24,225.81,225.42,60889.41,13743340.35
2015-04-30,224.68,240.01,225.42,235.77,112238.62,26242196.77
2015-05-01,232.38,239.42,235.77,233.21,60139.08,14178420.18
2015-05-02,231.73,236.38,233.21,235.34,37075.6,8703582.59
2015-05-03,233.8,243.58,235.34,239.99,55715.89,13389153.76
2015-05-04,237.45,243.2,239.99,238.97,69115.5,16599243.56
2015-05-05,231.78,239.61,238.97,235.82,77868.42,18333196.41
2015-05-06,228.24,237.15,235.82,230.03,103664.18,24127653.28
2015-05-07,228.33,240.25,230.03,237.73,91051.83,21315971.39
2015-05-08,235.77,247.01,237.73,243.74,87502.6,21226000.84
2015-05-09,238.52,247.87,243.74,241.4,62786.96,15281109.27
2015-05-10,238.23,244.82,241.4,239.96,44003.2,10634289.99
2015-05-11,238.86,243.95,239.96,241.81,57165.49,13819530.94
2015-05-12,239.18,243.0,241.81,241.58,40080.32,9712214.4
2015-05-13,234.07,243.91,241.58,236.38,84427.04,20329395.15
2015-05-14,232.36,239.17,236.38,236.9,71016.47,16833656.66
2015-05-15,235.53,238.83,236.9,237.2,46029.85,10932777.42
2015-05-16,234.57,237.78,237.2,236.23,27053.46,6415070.12
2015-05-17,235.35,237.77,236.23,236.3,28432.51,6738302.37
2015-05-18,231.46,237.1,236.3,232.64,53141.78,12516261.2
2015-05-19,231.27,234.5,232.64,232.02,40937.49,9550029.29
2015-05-20,231.47,235.17,232.02,233.96,49689.83,11626735.04
2015-05-21,233.61,236.65,233.96,235.38,42934.55,10114419.29
2015-05-22,234.56,242.0,235.38,240.37,74109.92,17630641.48
